time,Q_release,V_storage
2020-01-01 00:00:00,0.000000,15000.000000
2020-01-01 01:00:00,0.633333,16319.999437
2020-01-01 02:00:00,1.094438,15980.021679
2020-01-01 03:00:00,1.383314,14600.089892
2020-01-01 04:00:00,1.499962,12800.226792
2020-01-01 05:00:00,1.500000,11000.227079
2020-01-01 06:00:00,1.500000,12800.227402
2020-01-01 07:00:00,1.500000,14600.227760
2020-01-01 08:00:00,1.500000,16400.228110
2020-01-01 09:00:00,1.500000,18200.228521
2020-01-01 10:00:00,1.500000,20000.228467
