time,Channel_H_dn,Channel_H_up,Channel_Q_dn,Channel_Q_up
2013-01-01 01:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 01:15:00,0.000000,0.804711,99.999999,100.000000
2013-01-01 01:30:00,0.000000,0.804711,99.999999,100.000000
2013-01-01 01:45:00,0.000000,0.804711,99.999999,100.000000
2013-01-01 02:00:00,0.000000,0.804711,99.999999,100.000000
2013-01-01 02:15:00,0.000000,0.804711,99.999999,100.000000
2013-01-01 02:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 02:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 03:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 03:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 03:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 03:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 04:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 04:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 04:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 04:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 05:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 05:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 05:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 05:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 06:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 06:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 06:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 06:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 07:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 07:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 07:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 07:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 08:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 08:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 08:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 08:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 09:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 09:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 09:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 09:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 10:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 10:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 10:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 10:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 11:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 11:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 11:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 11:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 12:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 12:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 12:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 12:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 13:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 13:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 13:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 13:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 14:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 14:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 14:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 14:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 15:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 15:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 15:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 15:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 16:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 16:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 16:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 16:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 17:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 17:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 17:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 17:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 18:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 18:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 18:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 18:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 19:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 19:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 19:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 19:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 20:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 20:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 20:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 20:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-01 21:00:00,0.000000,3.637599,125.971287,500.000000
2013-01-01 21:15:00,0.000000,4.089219,179.247056,500.000000
2013-01-01 21:30:00,0.000000,4.431933,244.925641,500.000000
2013-01-01 21:45:00,0.000000,4.689640,310.132115,500.000000
2013-01-01 22:00:00,0.000000,4.875286,366.019612,500.000000
2013-01-01 22:15:00,0.000000,5.005944,408.622922,500.000000
2013-01-01 22:30:00,0.000000,5.096118,438.613751,500.000000
2013-01-01 22:45:00,0.000000,5.157523,458.912183,500.000000
2013-01-01 23:00:00,0.000000,5.199024,472.492072,500.000000
2013-01-01 23:15:00,0.000000,5.226964,481.574555,500.000000
2013-01-01 23:30:00,0.000000,5.245735,487.657919,500.000000
2013-01-01 23:45:00,0.000000,5.258329,491.734685,500.000000
2013-01-02 00:00:00,0.000000,5.266772,494.466225,500.000000
2013-01-02 00:15:00,0.000000,5.272428,496.295746,500.000000
2013-01-02 00:30:00,0.000000,5.276217,497.520729,500.000000
2013-01-02 00:45:00,0.000000,5.278753,498.340755,500.000000
2013-01-02 01:00:00,0.000000,5.280450,498.889619,500.000000
2013-01-02 01:15:00,0.000000,5.281587,499.256951,500.000000
2013-01-02 01:30:00,0.000000,5.282347,499.502777,500.000000
2013-01-02 01:45:00,0.000000,5.282856,499.667281,500.000000
2013-01-02 02:00:00,0.000000,5.283196,499.777363,500.000000
2013-01-02 02:15:00,0.000000,5.283424,499.851024,500.000000
2013-01-02 02:30:00,0.000000,5.283577,499.900315,500.000000
2013-01-02 02:45:00,0.000000,5.283679,499.933297,500.000000
2013-01-02 03:00:00,0.000000,5.283747,499.955367,500.000000
2013-01-02 03:15:00,0.000000,5.283793,499.970134,500.000000
2013-01-02 03:30:00,0.000000,5.283823,499.980016,500.000000
2013-01-02 03:45:00,0.000000,5.283844,499.986628,500.000000
2013-01-02 04:00:00,0.000000,5.283857,499.991052,500.000000
2013-01-02 04:15:00,0.000000,5.283867,499.994013,500.000000
2013-01-02 04:30:00,0.000000,5.283873,499.995994,500.000000
2013-01-02 04:45:00,0.000000,5.283877,499.997319,500.000000
2013-01-02 05:00:00,0.000000,5.283880,499.998206,500.000000
2013-01-02 05:15:00,0.000000,5.283881,499.998799,500.000000
2013-01-02 05:30:00,0.000000,5.283883,499.999197,500.000000
2013-01-02 05:45:00,0.000000,5.283883,499.999462,500.000000
2013-01-02 06:00:00,0.000000,5.283884,499.999640,500.000000
2013-01-02 06:15:00,0.000000,5.283884,499.999759,500.000000
2013-01-02 06:30:00,0.000000,5.283885,499.999839,500.000000
2013-01-02 06:45:00,0.000000,5.283885,499.999892,500.000000
2013-01-02 07:00:00,0.000000,3.491118,474.269219,100.000000
2013-01-02 07:15:00,0.000000,2.831918,413.489855,100.000000
2013-01-02 07:30:00,0.000000,2.319073,340.221581,100.000000
2013-01-02 07:45:00,0.000000,1.920457,276.162487,100.000000
2013-01-02 08:00:00,0.000000,1.618569,227.530519,100.000000
2013-01-02 08:15:00,0.000000,1.393119,192.157947,100.000000
2013-01-02 08:30:00,0.000000,1.226426,166.474433,100.000000
2013-01-02 08:45:00,0.000000,1.104336,147.724306,100.000000
2013-01-02 09:00:00,0.000000,1.015813,134.029640,100.000000
2013-01-02 09:15:00,0.000000,0.952302,124.078498,100.000000
2013-01-02 09:30:00,0.000000,0.907208,116.907743,100.000000
2013-01-02 09:45:00,0.000000,0.875495,111.789657,100.000000
2013-01-02 10:00:00,0.000000,0.853375,108.171059,100.000000
2013-01-02 10:15:00,0.000000,0.838053,105.634622,100.000000
2013-01-02 10:30:00,0.000000,0.827495,103.869881,100.000000
2013-01-02 10:45:00,0.000000,0.820251,102.649535,100.000000
2013-01-02 11:00:00,0.000000,0.815296,101.809726,100.000000
2013-01-02 11:15:00,0.000000,0.811913,101.233943,100.000000
2013-01-02 11:30:00,0.000000,0.809609,100.840281,100.000000
2013-01-02 11:45:00,0.000000,0.808040,100.571687,100.000000
2013-01-02 12:00:00,0.000000,0.806973,100.388699,100.000000
2013-01-02 12:15:00,0.000000,0.806247,100.264162,100.000000
2013-01-02 12:30:00,0.000000,0.805755,100.179471,100.000000
2013-01-02 12:45:00,0.000000,0.805420,100.121905,100.000000
2013-01-02 13:00:00,0.000000,0.805192,100.082791,100.000000
2013-01-02 13:15:00,0.000000,0.805038,100.056222,100.000000
2013-01-02 13:30:00,0.000000,0.804933,100.038176,100.000000
2013-01-02 13:45:00,0.000000,0.804862,100.025921,100.000000
2013-01-02 14:00:00,0.000000,0.804814,100.017600,100.000000
2013-01-02 14:15:00,0.000000,0.804781,100.011950,100.000000
2013-01-02 14:30:00,0.000000,0.804759,100.008113,100.000000
2013-01-02 14:45:00,0.000000,0.804743,100.005508,100.000000
2013-01-02 15:00:00,0.000000,0.804733,100.003740,100.000000
2013-01-02 15:15:00,0.000000,0.804726,100.002539,100.000000
2013-01-02 15:30:00,0.000000,0.804721,100.001724,100.000000
2013-01-02 15:45:00,0.000000,0.804718,100.001170,100.000000
2013-01-02 16:00:00,0.000000,0.804716,100.000795,100.000000
2013-01-02 16:15:00,0.000000,0.804715,100.000539,100.000000
2013-01-02 16:30:00,0.000000,0.804714,100.000366,100.000000
2013-01-02 16:45:00,0.000000,0.804713,100.000249,100.000000
2013-01-02 17:00:00,0.000000,0.804712,100.000169,100.000000
2013-01-02 17:15:00,0.000000,0.804712,100.000115,100.000000
2013-01-02 17:30:00,0.000000,0.804712,100.000078,100.000000
2013-01-02 17:45:00,0.000000,0.804712,100.000053,100.000000
2013-01-02 18:00:00,0.000000,0.804712,100.000036,100.000000
2013-01-02 18:15:00,0.000000,0.804712,100.000024,100.000000
2013-01-02 18:30:00,0.000000,0.804712,100.000017,100.000000
2013-01-02 18:45:00,0.000000,0.804711,100.000011,100.000000
2013-01-02 19:00:00,0.000000,0.804711,100.000008,100.000000
2013-01-02 19:15:00,0.000000,0.804711,100.000005,100.000000
2013-01-02 19:30:00,0.000000,0.804711,100.000004,100.000000
2013-01-02 19:45:00,0.000000,0.804711,100.000002,100.000000
2013-01-02 20:00:00,0.000000,0.804711,100.000002,100.000000
2013-01-02 20:15:00,0.000000,0.804711,100.000001,100.000000
2013-01-02 20:30:00,0.000000,0.804711,100.000001,100.000000
2013-01-02 20:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-02 21:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-02 21:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-02 21:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-02 21:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-02 22:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-02 22:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-02 22:30:00,0.000000,0.804711,100.000000,100.000000
2013-01-02 22:45:00,0.000000,0.804711,100.000000,100.000000
2013-01-02 23:00:00,0.000000,0.804711,100.000000,100.000000
2013-01-02 23:15:00,0.000000,0.804711,100.000000,100.000000
2013-01-02 23:30:00,0.000000,0.804711,100.000000,100.000000
