time,V_integrator
2024-01-01 00:00:00,400000.000000
2024-01-01 12:00:00,400000.000000
2024-01-02 00:00:00,400000.000000
2024-01-02 12:00:00,400000.000000
2024-01-03 00:00:00,400000.000000
2024-01-03 12:00:00,400000.000000
2024-01-04 00:00:00,400000.000000
2024-01-04 12:00:00,400000.000000
2024-01-05 00:00:00,400000.000000
2024-01-05 12:00:00,400000.000000
